airline,date_of_journey,source,destination,dep_time,arrival_time,total_stops,additional_info,price,duration_min
Indigo,2019-03-03,Delhi,Cochin,07:30:00,13:20:00,1,No Info,13628,350
Vistara,2019-05-27,Delhi,Cochin,14:40:00,17:50:00,0,No Info,6216,190
Air India,2019-05-21,Delhi,Cochin,05:15:00,06:50:00,1,No Info,7480,1535
Air India,2019-06-12,Kolkata,Banglore,10:00:00,16:15:00,1,No Info,11936,375
Spicejet,2019-03-18,Chennai,Kolkata,08:20:00,10:35:00,0,No Info,3859,135
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,10:05:00,1,In-flight meal not included,8586,845
Vistara,2019-03-01,Banglore,New Delhi,21:10:00,00:05:00,0,No Info,21730,175
Indigo,2019-06-01,Delhi,Cochin,17:10:00,01:30:00,1,No Info,6628,500
Air India,2019-05-01,Kolkata,Banglore,12:00:00,07:55:00,2,No Info,10151,1195
Jet Airways,2019-05-21,Kolkata,Banglore,17:00:00,14:25:00,1,No Info,11467,1285
Indigo,2019-06-15,Delhi,Cochin,05:10:00,10:05:00,1,No Info,7010,295
Jet Airways,2019-04-03,Banglore,New Delhi,17:45:00,20:45:00,0,No Info,7229,180
Indigo,2019-03-09,Banglore,New Delhi,13:10:00,16:10:00,0,No Info,8033,180
Jet Airways,2019-05-18,Banglore,New Delhi,11:10:00,14:05:00,0,No Info,7229,175
Indigo,2019-06-09,Kolkata,Banglore,21:00:00,02:15:00,1,No Info,6911,315
Jet Airways,2019-06-27,Delhi,Cochin,20:00:00,19:00:00,2,No Info,14300,1380
Air India,2019-06-09,Kolkata,Banglore,07:00:00,01:20:00,2,No Info,13033,1100
Indigo,2019-05-24,Banglore,New Delhi,04:00:00,06:50:00,0,No Info,3943,170
Spicejet,2019-03-09,Banglore,New Delhi,09:35:00,12:30:00,0,No Info,6205,175
Indigo,2019-03-06,Delhi,Cochin,11:30:00,21:00:00,1,No Info,14871,570
Jet Airways,2019-05-18,Mumbai,Hyderabad,02:55:00,04:20:00,0,No Info,5678,85
Multiple Carriers,2019-06-01,Delhi,Cochin,11:30:00,19:15:00,1,No Info,16108,465
Jet Airways,2019-03-06,Banglore,New Delhi,20:35:00,09:30:00,1,No Info,17261,775
Spicejet,2019-05-12,Banglore,New Delhi,05:55:00,08:35:00,0,No Info,3311,160
Indigo,2019-04-12,Kolkata,Banglore,11:30:00,14:05:00,0,No Info,4174,155
Indigo,2019-06-09,Banglore,New Delhi,16:55:00,19:45:00,0,No Info,4823,170
Air India,2019-03-09,Banglore,New Delhi,22:00:00,13:20:00,1,No Info,8425,920
Jet Airways,2019-05-15,Banglore,New Delhi,11:10:00,14:05:00,0,No Info,7229,175
Goair,2019-06-09,Delhi,Cochin,10:35:00,19:35:00,1,No Info,5281,540
Jet Airways,2019-03-09,Delhi,Cochin,08:00:00,04:25:00,1,No Info,17549,1225
Multiple Carriers,2019-06-03,Delhi,Cochin,08:00:00,21:00:00,1,No Info,13797,780
Indigo,2019-04-12,Banglore,New Delhi,08:30:00,11:20:00,0,No Info,4823,170
Air India,2019-06-03,Delhi,Cochin,17:40:00,09:35:00,1,No Info,7258,955
Multiple Carriers,2019-03-03,Delhi,Cochin,12:50:00,01:35:00,1,No Info,18192,765
Air India,2019-05-01,Kolkata,Banglore,10:00:00,05:25:00,2,No Info,13899,1165
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,20:45:00,1,In-flight meal not included,10844,400
Jet Airways,2019-05-12,Kolkata,Banglore,09:35:00,09:45:00,1,No Info,14151,1450
Multiple Carriers,2019-03-06,Delhi,Cochin,15:15:00,01:35:00,1,No Info,15147,620
Goair,2019-06-15,Banglore,New Delhi,07:45:00,10:40:00,0,No Info,3898,175
Indigo,2019-05-15,Delhi,Cochin,05:05:00,16:10:00,1,No Info,6818,665
Jet Airways,2019-05-15,Kolkata,Banglore,16:30:00,12:00:00,1,No Info,14781,1170
Air Asia,2019-05-21,Kolkata,Banglore,15:10:00,23:30:00,2,No Info,5192,500
Jet Airways,2019-06-27,Delhi,Cochin,05:30:00,12:35:00,2,No Info,14441,425
Jet Airways,2019-05-24,Kolkata,Banglore,20:25:00,21:05:00,1,No Info,14151,1480
Indigo,2019-05-18,Kolkata,Banglore,19:35:00,23:15:00,1,No Info,4226,220
Air India,2019-05-27,Delhi,Cochin,20:15:00,19:15:00,2,No Info,13381,1380
Multiple Carriers,2019-06-15,Delhi,Cochin,04:55:00,19:00:00,1,No Info,10678,845
Jet Airways,2019-03-27,Delhi,Cochin,11:30:00,18:50:00,1,No Info,12242,440
Jet Airways,2019-06-21,Mumbai,Hyderabad,02:55:00,04:20:00,0,In-flight meal not included,4995,85
Jet Airways,2019-06-01,Delhi,Cochin,20:55:00,04:25:00,1,In-flight meal not included,10262,450
Spicejet,2019-04-15,Kolkata,Banglore,22:20:00,00:40:00,0,No check-in baggage included,3841,140
Jet Airways,2019-05-09,Kolkata,Banglore,20:00:00,12:00:00,1,In-flight meal not included,9663,960
Indigo,2019-04-18,Kolkata,Banglore,11:30:00,14:05:00,0,No Info,5224,155
Multiple Carriers,2019-05-18,Delhi,Cochin,07:05:00,19:15:00,1,No Info,14533,730
Spicejet,2019-05-24,Mumbai,Hyderabad,22:45:00,00:15:00,0,No Info,2017,90
Jet Airways,2019-06-12,Banglore,New Delhi,18:55:00,22:00:00,0,In-flight meal not included,5769,185
Multiple Carriers,2019-03-21,Delhi,Cochin,10:45:00,18:50:00,1,No Info,11622,485
Indigo,2019-04-03,Banglore,New Delhi,18:55:00,21:50:00,0,No Info,4823,175
Jet Airways,2019-03-21,Banglore,New Delhi,14:05:00,11:25:00,1,In-flight meal not included,7832,1280
Multiple Carriers,2019-06-24,Delhi,Cochin,07:30:00,19:15:00,1,No Info,9001,705
Indigo,2019-06-27,Mumbai,Hyderabad,12:00:00,13:30:00,0,No Info,2754,90
Jet Airways,2019-05-24,Banglore,New Delhi,07:10:00,10:10:00,0,No Info,7229,180
Indigo,2019-03-09,Delhi,Cochin,21:05:00,01:45:00,1,No Info,6937,280
Air India,2019-06-06,Kolkata,Banglore,10:00:00,01:20:00,2,No Info,13033,920
Spicejet,2019-05-03,Banglore,New Delhi,05:55:00,08:35:00,0,No Info,3625,160
Jet Airways,2019-06-27,Delhi,Cochin,21:25:00,19:00:00,2,No Info,13292,1295
Air India,2019-03-12,Banglore,New Delhi,08:50:00,10:15:00,2,No Info,12778,1525
Spicejet,2019-06-01,Kolkata,Banglore,14:55:00,17:25:00,0,No check-in baggage included,3841,150
Indigo,2019-03-18,Mumbai,Hyderabad,21:20:00,22:45:00,0,No Info,2227,85
Spicejet,2019-05-09,Kolkata,Banglore,08:35:00,17:15:00,1,No Info,6171,520
Air India,2019-05-12,Kolkata,Banglore,12:00:00,07:55:00,2,No Info,10676,1195
Jet Airways,2019-06-24,Delhi,Cochin,19:30:00,12:35:00,2,No Info,13014,1025
Indigo,2019-03-18,Mumbai,Hyderabad,02:30:00,04:00:00,0,No Info,2754,90
Air India,2019-03-27,Delhi,Cochin,17:15:00,07:40:00,2,No Info,8367,865
Jet Airways,2019-04-03,Delhi,Cochin,02:15:00,04:25:00,1,In-flight meal not included,5177,1570
Spicejet,2019-04-18,Kolkata,Banglore,17:10:00,19:40:00,0,No Info,4174,150
Multiple Carriers,2019-05-15,Delhi,Cochin,08:45:00,19:00:00,1,No Info,9794,615
Multiple Carriers,2019-05-27,Delhi,Cochin,09:45:00,16:10:00,1,No Info,10486,385
Multiple Carriers,2019-05-21,Delhi,Cochin,08:00:00,19:15:00,1,No Info,15058,675
Indigo,2019-04-27,Kolkata,Banglore,22:15:00,00:50:00,0,No Info,4804,155
Jet Airways,2019-03-06,Delhi,Cochin,16:00:00,19:45:00,1,No Info,17024,1665
Goair,2019-05-12,Kolkata,Banglore,16:40:00,00:15:00,1,No Info,8855,455
Air India,2019-06-09,Delhi,Cochin,21:00:00,07:40:00,1,No Info,8372,640
Jet Airways,2019-06-24,Mumbai,Hyderabad,02:55:00,04:20:00,0,In-flight meal not included,4050,85
Jet Airways,2019-05-12,Banglore,New Delhi,11:10:00,14:05:00,0,No Info,7229,175
Spicejet,2019-03-18,Mumbai,Hyderabad,05:45:00,07:05:00,0,No check-in baggage included,2385,80
Goair,2019-06-24,Banglore,New Delhi,11:40:00,14:30:00,0,No Info,3898,170
Indigo,2019-03-03,Banglore,New Delhi,01:30:00,04:15:00,0,No Info,6860,165
Spicejet,2019-05-27,Delhi,Cochin,06:05:00,11:20:00,1,No Info,6749,315
Air India,2019-05-21,Kolkata,Banglore,14:30:00,23:15:00,2,No Info,15107,525
Jet Airways,2019-06-15,Delhi,Cochin,09:40:00,04:25:00,2,In-flight meal not included,10368,1125
Jet Airways,2019-03-21,Banglore,New Delhi,07:00:00,21:20:00,1,In-flight meal not included,7832,860
Spicejet,2019-05-27,Mumbai,Hyderabad,13:15:00,14:45:00,0,No check-in baggage included,2385,90
Indigo,2019-06-24,Kolkata,Banglore,14:25:00,16:55:00,0,No Info,4804,150
Air India,2019-03-21,Delhi,Cochin,16:40:00,19:15:00,2,No Info,8236,1595
Indigo,2019-03-27,Delhi,Cochin,11:30:00,21:00:00,1,No Info,6416,570
Jet Airways,2019-06-09,Delhi,Cochin,11:30:00,19:00:00,1,In-flight meal not included,10262,450
Jet Airways,2019-06-09,Delhi,Cochin,22:50:00,19:00:00,1,No Info,14714,1210
Spicejet,2019-04-01,Kolkata,Banglore,15:55:00,21:25:00,1,No Info,7646,330
Air India,2019-06-01,Delhi,Cochin,20:40:00,09:25:00,1,No Info,7480,765
Vistara,2019-05-27,Chennai,Kolkata,17:45:00,20:05:00,0,No Info,11982,140
Multiple Carriers,2019-05-18,Delhi,Cochin,10:35:00,19:15:00,1,No Info,8309,520
Jet Airways,2019-06-09,Delhi,Cochin,05:30:00,12:35:00,2,In-flight meal not included,13344,425
Air India,2019-04-01,Kolkata,Banglore,19:00:00,09:50:00,1,No Info,4227,890
Air India,2019-03-21,Delhi,Cochin,12:00:00,07:40:00,2,No Info,9706,1180
Spicejet,2019-05-06,Mumbai,Hyderabad,13:15:00,14:45:00,0,No Info,2017,90
Indigo,2019-06-12,Delhi,Cochin,08:35:00,22:30:00,1,No Info,6442,835
Jet Airways,2019-06-15,Banglore,New Delhi,18:55:00,22:00:00,0,No Info,8016,185
Indigo,2019-04-01,Delhi,Cochin,06:50:00,12:10:00,1,No Info,5298,320
Vistara,2019-05-21,Banglore,New Delhi,17:00:00,19:35:00,0,No Info,4878,155
Jet Airways,2019-06-24,Delhi,Cochin,14:00:00,04:25:00,1,In-flight meal not included,10262,865
Indigo,2019-05-12,Kolkata,Banglore,04:50:00,09:50:00,1,No Info,4176,300
Indigo,2019-06-15,Delhi,Cochin,11:25:00,01:30:00,1,No Info,5883,845
Multiple Carriers,2019-06-06,Delhi,Cochin,10:00:00,19:00:00,1,No Info,12717,540
Indigo,2019-05-12,Chennai,Kolkata,07:55:00,10:15:00,0,No Info,3850,140
Indigo,2019-05-27,Chennai,Kolkata,19:35:00,21:55:00,0,No Info,3597,140
Spicejet,2019-05-09,Mumbai,Hyderabad,13:15:00,14:45:00,0,No check-in baggage included,2175,90
Air Asia,2019-04-12,Banglore,New Delhi,23:55:00,02:45:00,0,No Info,7080,170
Jet Airways,2019-04-01,Kolkata,Banglore,21:10:00,08:15:00,1,In-flight meal not included,8849,665
Jet Airways,2019-06-12,Kolkata,Banglore,08:25:00,19:50:00,1,In-flight meal not included,9899,685
Vistara,2019-06-15,Banglore,New Delhi,07:00:00,09:40:00,0,No Info,4878,160
Multiple Carriers,2019-05-09,Delhi,Cochin,07:30:00,19:15:00,1,No Info,7787,705
Spicejet,2019-05-03,Chennai,Kolkata,17:45:00,20:05:00,0,No Info,3597,140
Goair,2019-04-01,Delhi,Cochin,10:35:00,19:35:00,1,No Info,5281,540
Vistara,2019-05-15,Kolkata,Banglore,20:20:00,18:50:00,1,No Info,9345,1350
Indigo,2019-06-24,Delhi,Cochin,11:55:00,22:30:00,1,No Info,6442,635
Indigo,2019-06-06,Delhi,Cochin,09:15:00,21:00:00,1,No Info,6838,705
Spicejet,2019-06-03,Chennai,Kolkata,17:45:00,20:05:00,0,No Info,3597,140
Spicejet,2019-03-21,Mumbai,Hyderabad,05:45:00,07:05:00,0,No Info,3173,80
Multiple Carriers,2019-06-03,Delhi,Cochin,18:15:00,01:30:00,1,No Info,13377,435
Jet Airways,2019-05-09,Kolkata,Banglore,20:25:00,18:00:00,1,In-flight meal not included,9314,1295
Multiple Carriers,2019-03-09,Delhi,Cochin,13:15:00,22:20:00,1,No Info,9856,545
Air India,2019-05-21,Delhi,Cochin,08:00:00,19:15:00,1,No Info,8372,675
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,18:15:00,1,In-flight meal not included,7064,1400
Indigo,2019-05-01,Kolkata,Banglore,22:15:00,00:50:00,0,No Info,4804,155
Jet Airways,2019-05-27,Delhi,Cochin,05:30:00,19:00:00,2,In-flight meal not included,13029,810
Indigo,2019-05-24,Delhi,Cochin,14:20:00,22:30:00,1,No Info,7640,490
Jet Airways,2019-03-01,Banglore,New Delhi,08:00:00,15:15:00,1,No Info,22270,435
Air India,2019-04-01,Banglore,New Delhi,21:05:00,23:55:00,0,No Info,4441,170
Jet Airways,2019-05-27,Delhi,Cochin,09:00:00,04:25:00,1,In-flight meal not included,12898,1165
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,16:20:00,1,In-flight meal not included,7064,1285
Jet Airways,2019-06-09,Kolkata,Banglore,08:25:00,20:45:00,1,In-flight meal not included,10844,740
Spicejet,2019-06-09,Kolkata,Banglore,09:00:00,11:25:00,0,No Info,4174,145
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,20:45:00,1,In-flight meal not included,8529,1695
Indigo,2019-05-21,Banglore,New Delhi,22:10:00,01:00:00,0,No Info,3625,170
Indigo,2019-05-21,Banglore,New Delhi,00:30:00,03:25:00,0,No Info,3419,175
Indigo,2019-05-24,Chennai,Kolkata,05:15:00,07:40:00,0,No Info,3850,145
Air India,2019-05-24,Kolkata,Banglore,16:50:00,13:45:00,2,No Info,12802,1255
Spicejet,2019-03-06,Delhi,Cochin,15:55:00,21:55:00,1,No Info,9748,360
Indigo,2019-06-03,Delhi,Cochin,17:10:00,01:30:00,1,No Info,6104,500
Indigo,2019-06-21,Banglore,New Delhi,21:15:00,00:15:00,0,No Info,3943,180
Indigo,2019-06-03,Delhi,Cochin,06:50:00,16:10:00,1,No Info,7514,560
Jet Airways,2019-03-06,Banglore,New Delhi,19:55:00,22:35:00,0,No Info,18308,160
Air India,2019-03-06,Mumbai,Hyderabad,21:10:00,16:55:00,2,No Info,17327,255
Air India,2019-03-27,Delhi,Cochin,13:05:00,07:40:00,2,No Info,8892,1115
Multiple Carriers,2019-05-27,Delhi,Cochin,10:20:00,19:00:00,1,No Info,9794,520
Indigo,2019-04-01,Banglore,New Delhi,00:30:00,03:25:00,0,No Info,4423,175
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,20:45:00,1,In-flight meal not included,10844,1485
Jet Airways,2019-05-09,Delhi,Cochin,18:15:00,19:00:00,1,No Info,15554,1485
Vistara,2019-05-01,Chennai,Kolkata,17:45:00,20:05:00,0,No Info,11982,140
Indigo,2019-06-03,Mumbai,Hyderabad,06:25:00,07:55:00,0,No Info,4049,90
Indigo,2019-03-24,Kolkata,Banglore,14:20:00,16:55:00,0,No Info,5618,155
Air India,2019-06-27,Delhi,Cochin,20:15:00,19:15:00,2,No Info,13591,1380
Multiple Carriers,2019-05-27,Delhi,Cochin,10:00:00,01:30:00,1,No Info,9508,930
Spicejet,2019-06-18,Chennai,Kolkata,09:45:00,12:00:00,0,No check-in baggage included,3543,135
Jet Airways,2019-04-18,Banglore,New Delhi,18:55:00,22:00:00,0,No Info,7229,185
Vistara,2019-06-18,Banglore,New Delhi,11:30:00,14:20:00,0,No Info,4668,170
Jet Airways,2019-05-21,Kolkata,Banglore,14:05:00,10:05:00,1,No Info,14388,1200
Jet Airways,2019-05-15,Kolkata,Banglore,18:55:00,12:00:00,1,In-flight meal not included,10844,1025
Air India,2019-06-09,Delhi,Cochin,20:40:00,09:25:00,1,No Info,7690,765
Jet Airways,2019-05-21,Kolkata,Banglore,09:35:00,09:45:00,1,No Info,13067,1450
Spicejet,2019-04-03,Mumbai,Hyderabad,05:45:00,07:15:00,0,No check-in baggage included,1965,90
Jet Airways,2019-03-09,Delhi,Cochin,16:00:00,18:50:00,1,No Info,16289,1610
Air India,2019-05-12,Kolkata,Banglore,20:30:00,08:55:00,1,No Info,10203,745
Jet Airways,2019-05-06,Kolkata,Banglore,14:05:00,23:35:00,1,No Info,15149,570
Vistara,2019-05-21,Kolkata,Banglore,17:00:00,23:25:00,1,No Info,9345,385
Spicejet,2019-05-18,Mumbai,Hyderabad,05:45:00,07:15:00,0,No Info,2017,90
Vistara,2019-05-15,Kolkata,Banglore,07:10:00,23:25:00,1,No Info,9345,975
Air India,2019-05-06,Kolkata,Banglore,14:35:00,15:20:00,1,No Info,6528,1485
Multiple Carriers,2019-03-03,Delhi,Cochin,07:00:00,13:20:00,1,No Info,15603,380
Spicejet,2019-06-27,Delhi,Cochin,06:05:00,11:20:00,1,No Info,5583,315
Jet Airways,2019-06-09,Delhi,Cochin,16:00:00,19:00:00,1,In-flight meal not included,10577,1620
Air India,2019-05-15,Delhi,Cochin,12:00:00,07:40:00,2,No Info,10651,1180
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,04:40:00,1,In-flight meal not included,7594,875
Air Asia,2019-05-01,Kolkata,Banglore,06:50:00,10:30:00,1,No Info,6857,220
Indigo,2019-04-27,Banglore,New Delhi,13:00:00,15:50:00,0,No Info,4423,170
Jet Airways,2019-06-12,Delhi,Cochin,05:30:00,12:35:00,2,In-flight meal not included,13344,425
Spicejet,2019-04-27,Banglore,New Delhi,21:10:00,00:05:00,0,No Info,3971,175
Jet Airways,2019-06-24,Delhi,Cochin,09:00:00,19:00:00,1,No Info,18371,600
Jet Airways,2019-03-27,Delhi,Cochin,19:10:00,04:25:00,2,In-flight meal not included,6643,1995
Multiple Carriers,2019-03-06,Delhi,Cochin,11:30:00,19:15:00,1,No Info,15077,465
Air India,2019-05-01,Banglore,New Delhi,10:00:00,12:45:00,0,No Info,6121,165
Spicejet,2019-03-03,Mumbai,Hyderabad,13:10:00,14:30:00,0,No Info,5755,80
Air India,2019-04-09,Delhi,Cochin,20:40:00,09:25:00,1,No Info,4487,765
Spicejet,2019-05-21,Delhi,Cochin,08:45:00,13:15:00,1,No check-in baggage included,5158,270
Jet Airways,2019-05-01,Kolkata,Banglore,20:00:00,04:40:00,1,In-flight meal not included,8586,520
Air India,2019-06-01,Mumbai,Hyderabad,06:20:00,07:40:00,0,No Info,3100,80
Jet Airways,2019-05-09,Mumbai,Hyderabad,02:55:00,04:20:00,0,In-flight meal not included,3210,85
Jet Airways,2019-05-09,Delhi,Cochin,19:15:00,12:35:00,1,In-flight meal not included,12373,1040
Multiple Carriers,2019-03-03,Delhi,Cochin,06:40:00,18:50:00,1,No Info,15135,730
Jet Airways,2019-06-27,Delhi,Cochin,05:30:00,19:00:00,2,No Info,13292,810
Spicejet,2019-06-06,Mumbai,Hyderabad,13:15:00,14:45:00,0,No Info,2017,90
Vistara,2019-03-06,Mumbai,Hyderabad,21:55:00,22:55:00,1,No Info,12395,1500
Spicejet,2019-06-21,Chennai,Kolkata,09:45:00,12:00:00,0,No check-in baggage included,3543,135
Jet Airways,2019-05-06,Mumbai,Hyderabad,19:35:00,21:05:00,0,In-flight meal not included,2228,90
Air Asia,2019-06-03,Delhi,Cochin,16:45:00,06:35:00,1,No Info,11410,830
Goair,2019-06-24,Kolkata,Banglore,15:20:00,17:55:00,0,No Info,3514,155
Jet Airways,2019-06-06,Kolkata,Banglore,09:35:00,21:05:00,1,In-flight meal not included,13469,690
Indigo,2019-04-09,Banglore,New Delhi,21:15:00,00:15:00,0,No Info,3943,180
Vistara,2019-03-03,Banglore,New Delhi,21:10:00,00:05:00,0,No Info,7608,175
Air India,2019-05-27,Banglore,New Delhi,10:00:00,12:45:00,0,No Info,6961,165
Multiple Carriers,2019-06-01,Delhi,Cochin,09:15:00,19:00:00,1,No Info,12042,585
Jet Airways ,2019-03-01,Banglore,New Delhi,05:45:00,12:25:00,1,Business class,62427,400
Air India,2019-03-09,Banglore,New Delhi,10:30:00,21:25:00,2,No Info,9586,655
Spicejet,2019-06-01,Chennai,Kolkata,08:20:00,10:35:00,0,No check-in baggage included,3543,135
Jet Airways,2019-06-09,Delhi,Cochin,09:25:00,12:35:00,2,No Info,13882,1630
Jet Airways,2019-05-24,Kolkata,Banglore,10:20:00,17:35:00,1,No Info,8781,435
Air Asia,2019-06-12,Kolkata,Banglore,15:10:00,23:30:00,2,No Info,5192,500
Indigo,2019-03-27,Delhi,Cochin,06:40:00,22:20:00,1,No Info,6442,940
Jet Airways,2019-05-06,Delhi,Cochin,22:50:00,12:35:00,1,No Info,15554,825
Jet Airways,2019-05-21,Kolkata,Banglore,18:55:00,16:20:00,1,In-flight meal not included,10844,1285
Indigo,2019-04-03,Mumbai,Hyderabad,12:00:00,13:30:00,0,No Info,2754,90
Multiple Carriers,2019-05-21,Delhi,Cochin,14:00:00,21:00:00,1,No Info,14067,420
Goair,2019-04-27,Delhi,Cochin,07:25:00,13:35:00,1,No Info,5140,370
Indigo,2019-05-09,Delhi,Cochin,10:35:00,01:30:00,1,No Info,8330,895
Jet Airways,2019-03-03,Mumbai,Hyderabad,19:35:00,21:05:00,0,No Info,5678,90
Jet Airways,2019-03-12,Banglore,New Delhi,22:55:00,18:25:00,1,In-flight meal not included,11087,1170
Goair,2019-03-01,Banglore,New Delhi,20:55:00,23:50:00,0,No Info,18558,175
Indigo,2019-03-01,Mumbai,Hyderabad,02:30:00,04:00:00,0,No Info,16000,90
Spicejet,2019-05-06,Banglore,New Delhi,21:10:00,00:05:00,0,No check-in baggage included,3573,175
Multiple Carriers,2019-05-15,Delhi,Cochin,12:50:00,01:30:00,1,No Info,7670,760
Vistara,2019-05-15,Banglore,New Delhi,17:00:00,19:35:00,0,No Info,4878,155
Jet Airways,2019-06-27,Delhi,Cochin,21:25:00,19:00:00,2,In-flight meal not included,11507,1295
Air Asia,2019-06-06,Delhi,Cochin,07:55:00,13:25:00,1,No Info,8759,330
Jet Airways,2019-06-12,Delhi,Cochin,17:30:00,19:00:00,1,In-flight meal not included,10262,1530
Air India,2019-05-21,Delhi,Cochin,07:05:00,09:25:00,2,No Info,10975,1580
Jet Airways,2019-06-06,Delhi,Cochin,19:15:00,04:25:00,1,In-flight meal not included,10262,550
Multiple Carriers,2019-06-27,Delhi,Cochin,12:50:00,21:00:00,1,In-flight meal not included,6007,490
Indigo,2019-03-21,Chennai,Kolkata,11:35:00,14:00:00,0,No Info,3858,145
Indigo,2019-06-27,Delhi,Cochin,14:20:00,22:30:00,1,No Info,6412,490
Air India,2019-04-21,Kolkata,Banglore,14:15:00,16:45:00,0,No Info,6245,150
Air India,2019-06-09,Delhi,Cochin,19:45:00,19:15:00,2,No Info,9968,1410
Multiple Carriers,2019-03-09,Delhi,Cochin,02:15:00,12:55:00,1,In-flight meal not included,18260,640
Indigo,2019-03-03,Banglore,New Delhi,18:25:00,21:20:00,0,No Info,8855,175
Jet Airways,2019-05-24,Kolkata,Banglore,08:25:00,18:15:00,1,In-flight meal not included,10844,590
Spicejet,2019-05-27,Chennai,Kolkata,08:20:00,10:35:00,0,No Info,3597,135
Jet Airways,2019-05-06,Kolkata,Banglore,17:00:00,21:05:00,1,No Info,13067,1685
Jet Airways,2019-03-12,Banglore,New Delhi,16:55:00,10:45:00,1,No Info,13817,1070
Air India,2019-03-12,Banglore,New Delhi,06:45:00,23:15:00,1,No Info,11602,990
Jet Airways,2019-05-09,Kolkata,Banglore,16:30:00,18:15:00,1,No Info,13941,1545
Jet Airways,2019-05-15,Kolkata,Banglore,20:25:00,19:10:00,1,No Info,14151,1365
Indigo,2019-05-15,Banglore,New Delhi,04:00:00,06:50:00,0,No Info,3943,170
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,18:15:00,1,In-flight meal not included,10844,705
Spicejet,2019-06-18,Mumbai,Hyderabad,05:45:00,07:15:00,0,No Info,2753,90
Jet Airways,2019-06-12,Delhi,Cochin,02:15:00,19:00:00,1,No Info,14714,1005
Multiple Carriers,2019-05-18,Delhi,Cochin,07:05:00,16:10:00,1,No Info,9646,545
Jet Airways,2019-05-09,Delhi,Cochin,07:05:00,12:35:00,1,No Info,15554,330
Air India,2019-03-18,Banglore,New Delhi,10:30:00,17:45:00,2,No Info,13261,435
Jet Airways,2019-03-18,Banglore,New Delhi,11:40:00,05:05:00,1,In-flight meal not included,11087,1045
Jet Airways,2019-06-15,Delhi,Cochin,05:30:00,19:00:00,2,In-flight meal not included,11507,810
Multiple Carriers,2019-05-09,Delhi,Cochin,19:00:00,01:30:00,1,No Info,9424,390
Goair,2019-04-12,Banglore,New Delhi,11:40:00,14:30:00,0,No Info,4937,170
Spicejet,2019-06-06,Banglore,New Delhi,21:10:00,00:05:00,0,No check-in baggage included,3257,175
Indigo,2019-05-06,Banglore,New Delhi,08:30:00,11:20:00,0,No Info,4823,170
Indigo,2019-05-12,Chennai,Kolkata,22:05:00,00:25:00,0,No Info,5277,140
Spicejet,2019-04-09,Kolkata,Banglore,17:10:00,19:40:00,0,No Info,3873,150
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,04:40:00,1,In-flight meal not included,10844,730
Multiple Carriers,2019-05-27,Delhi,Cochin,17:00:00,01:30:00,1,No Info,7198,510
Air India,2019-05-15,Delhi,Cochin,05:10:00,08:00:00,0,No Info,6094,170
Indigo,2019-05-03,Banglore,New Delhi,06:05:00,08:50:00,0,No Info,3943,165
Indigo,2019-05-15,Banglore,New Delhi,21:15:00,00:15:00,0,No Info,3943,180
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,12:00:00,1,No Info,12681,960
Vistara,2019-04-15,Banglore,New Delhi,17:00:00,19:35:00,0,No Info,5613,155
Spicejet,2019-05-24,Kolkata,Banglore,09:00:00,11:25:00,0,No Info,3873,145
Jet Airways,2019-05-27,Delhi,Cochin,13:00:00,12:35:00,1,In-flight meal not included,12898,1415
Jet Airways,2019-05-09,Delhi,Cochin,05:30:00,04:25:00,2,No Info,15129,1375
Spicejet,2019-05-09,Chennai,Kolkata,08:20:00,10:35:00,0,No Info,3911,135
Indigo,2019-06-12,Delhi,Cochin,21:05:00,00:20:00,0,No Info,6015,195
Jet Airways,2019-03-01,Banglore,New Delhi,16:55:00,23:00:00,1,No Info,54826,365
Indigo,2019-03-27,Delhi,Cochin,20:30:00,01:35:00,1,No Info,5073,305
Indigo,2019-03-21,Chennai,Kolkata,05:15:00,07:35:00,0,No Info,4326,140
Jet Airways,2019-06-03,Mumbai,Hyderabad,10:20:00,11:50:00,0,No Info,8040,90
Jet Airways,2019-04-03,Banglore,New Delhi,06:00:00,08:45:00,0,No Info,7229,165
Indigo,2019-06-15,Banglore,New Delhi,13:00:00,15:50:00,0,No Info,3943,170
Air India,2019-03-06,Banglore,New Delhi,12:00:00,23:25:00,3,No Info,14195,685
Jet Airways,2019-06-15,Delhi,Cochin,09:35:00,04:25:00,2,No Info,13292,1130
Indigo,2019-04-03,Kolkata,Banglore,11:30:00,14:05:00,0,No Info,4174,155
Jet Airways,2019-03-06,Banglore,New Delhi,07:00:00,21:20:00,1,No Info,16736,860
Jet Airways,2019-05-12,Banglore,New Delhi,06:00:00,08:45:00,0,In-flight meal not included,5198,165
Multiple Carriers,2019-06-03,Delhi,Cochin,07:05:00,19:15:00,1,No Info,15058,730
